Time_sec1	Voltage_A0TG	Time_sec2	Voltage_A1TG
0	1.39525008201599	0.006233	3.63825011253357
0.022558	1.39537501335144	0.02879	3.63675022125244
0.045108	1.39400005340576	0.051346	3.63625025749207
0.067663	1.39487504959106	0.073896	3.63462519645691
0.090235	1.39487504959106	0.096468	3.63562512397766
0.112784	1.39437508583069	0.119016	3.63712525367737
0.135338	1.39537501335144	0.141576	3.63812518119812
0.157893	1.39425003528595	0.164133	3.6386251449585
0.180457	1.39525008201599	0.186689	3.6383752822876
0.203012	1.39525008201599	0.209257	3.63650012016296
0.225575	1.3950001001358	0.231812	3.63625025749207
0.24813	1.39462506771088	0.254381	3.63537526130676
0.270715	1.3941251039505	0.276949	3.63600015640259
0.293286	1.39562511444092	0.299524	3.63787508010864
0.315845	1.3950001001358	0.322078	3.6386251449585
0.33841	1.39462506771088	0.344644	3.6392502784729
0.360967	1.3950001001358	0.367201	3.63825011253357
0.383523	1.39512503147125	0.389759	3.63650012016296
0.406079	1.39362502098083	0.412312	3.63587522506714
0.428641	1.39525008201599	0.434893	3.63600015640259
0.451216	1.39425003528595	0.457449	3.63662528991699
0.473766	1.39587509632111	0.479994	3.63787508010864
0.496314	1.39550006389618	0.502551	3.63850021362305
0.518871	1.39362502098083	0.525104	3.63825011253357
0.541428	1.39525008201599	0.54766	3.63775014877319
0.563979	1.39425003528595	0.570237	3.63662528991699
0.586555	1.3941251039505	0.592793	3.63612508773804
0.609111	1.39587509632111	0.615344	3.63562512397766
0.63168	1.39487504959106	0.637912	3.63712525367737
0.654231	1.3941251039505	0.660468	3.63787508010864
0.676789	1.39375007152557	0.683027	3.63850021362305
0.69935	1.39487504959106	0.705583	3.63887524604797
0.721907	1.39437508583069	0.72814	3.63687515258789
0.744459	1.39425003528595	0.750696	3.63612508773804
0.767044	1.39387512207031	0.773282	3.63550019264221
0.789603	1.39425003528595	0.795836	3.63587522506714
0.812161	1.39287507534027	0.818398	3.63712525367737
0.834737	1.3941251039505	0.840975	3.63787508010864
0.857286	1.39400005340576	0.863524	3.63900017738342
0.879845	1.39250004291534	0.886101	3.6386251449585
0.902438	1.39475011825562	0.908671	3.63475012779236
0.925029	1.32287502288818	0.931263	3.62950015068054
0.947587	1.15600001811981	0.95382	3.61700010299683
0.970141	1.01662504673004	0.976373	3.58800005912781
0.992697	0.887375056743622	0.998934	3.53625011444092
1.015292	0.781500041484833	1.02153	3.46550011634827
1.037851	0.681125044822693	1.044083	3.38425016403198
1.060411	0.594375014305115	1.066643	3.2885000705719
1.082968	0.511875033378601	1.0892	3.19300007820129
1.105501	0.439625024795532	1.111739	3.08900022506714
1.12806	0.37287500500679	1.134293	2.9905002117157
1.150618	0.318000018596649	1.15685	2.88900017738342
1.173174	0.267375022172928	1.179407	2.79425024986267
1.195728	0.226625010371208	1.201966	2.69775009155273
1.218285	0.186750009655952	1.224517	2.61150002479553
1.240842	0.151000007987022	1.247076	2.52537512779236
1.263424	0.116125002503395	1.269658	2.44912505149841
1.285984	0.0846250057220459	1.292222	2.375
1.308542	0.0561250038444996	1.314774	2.31187510490417
1.331098	0.0343750007450581	1.33733	2.25225019454956
1.353654	0.0155000006780028	1.359887	2.20100021362305
1.376208	0.00525000039488077	1.382442	2.15312504768372
1.398764	0.00437500001862645	1.405	2.11262512207031
1.421325	0.00187500007450581	1.427557	2.07400012016296
1.443877	0.000250000011874363	1.450121	2.04200005531311
1.466442	0.000375000003259629	1.472674	2.01162505149841
1.488986	0.00175000005401671	1.495218	1.98775005340576
1.511544	0.00175000005401671	1.517778	1.96587514877319
1.534102	0.00325000006705523	1.540339	1.9465000629425
1.556674	0.00437500001862645	1.562912	1.9282500743866
1.57925	0.00175000005401671	1.585482	1.91162514686584
1.601808	0.00137500010896474	1.60804	1.89525008201599
1.62436	0.000750000006519258	1.630593	1.88125014305115
1.646913	0.000750000006519258	1.653151	1.86800003051758
1.669471	-0.000500000023748726	1.675704	1.85812509059906
1.692029	0.00100000004749745	1.698261	1.84937512874603
1.714577	0.00312500004656613	1.720814	1.84112513065338
1.737137	0.00325000006705523	1.743375	1.83312511444092
1.759741	0.00112500006798655	1.765975	1.8243750333786
1.782301	0.000125000005937181	1.788533	1.81662511825562
1.804853	0	1.81109	1.80925011634827
1.827409	0.00137500010896474	1.833646	1.80462503433228
1.849965	0.00150000001303852	1.856198	1.80000007152557
1.872518	0.00162500003352761	1.878751	1.7966251373291
1.895132	0.00412499997764826	1.901366	1.79325008392334
1.917679	0.0022500001359731	1.923975	1.78925013542175
1.940307	-0.000125000005937181	1.946535	1.7847501039505
1.962862	0.00100000004749745	1.969094	1.78025007247925
1.985418	-0.00312500004656613	1.991656	1.77612507343292
2.007975	0.00162500003352761	2.014223	1.77425003051758
2.030547	0.00125000008847564	2.036779	1.77262508869171
2.053102	0.00287500023841858	2.059353	1.77175009250641
2.075671	0.00412499997764826	2.081909	1.77025008201599
2.098228	0.0022500001359731	2.10446	1.76800012588501
2.120787	0.000875000027008355	2.127019	1.76525008678436
2.143344	-0.0020000000949949	2.149577	1.76325011253357
2.165895	-0.000125000005937181	2.172132	1.76062512397766
2.188453	0.00137500010896474	2.194685	1.76000010967255
2.211008	0.000750000006519258	2.217241	1.75975012779236
2.233565	0.00250000017695129	2.239797	1.76062512397766
2.256134	0.00325000006705523	2.262378	1.75937509536743
2.2787	0.00137500010896474	2.284933	1.75712513923645
2.301268	0.00112500006798655	2.3075	1.75600004196167
2.32382	-0.000375000003259629	2.330053	1.75487506389618
