Time_sec1	Voltage_A0TG	Time_sec2	Voltage_A1TG
0	0.386000007390976	0.006232	3.60962510108948
0.022572	0.386125028133392	0.028804	3.60987520217896
0.045123	0.385875016450882	0.05136	3.60925006866455
0.067699	0.386875003576279	0.073932	3.6071252822876
0.090271	0.385000020265579	0.096504	3.60662508010864
0.112821	0.386125028133392	0.119058	3.6071252822876
0.135379	0.386500030755997	0.141616	3.60787510871887
0.157935	0.385125011205673	0.164168	3.60900020599365
0.180492	0.386125028133392	0.186725	3.60975027084351
0.203063	0.386750012636185	0.2093	3.60975027084351
0.225618	0.38637501001358	0.231855	3.60875010490417
0.248191	0.385625004768372	0.254423	3.60662508010864
0.270762	0.385375022888184	0.276996	3.60662508010864
0.293339	0.386125028133392	0.299572	3.6071252822876
0.315895	0.387125015258789	0.322128	3.60812520980835
0.338449	0.386000007390976	0.344682	3.60925006866455
0.361004	0.386875003576279	0.367237	3.60975027084351
0.383558	0.386250019073486	0.38979	3.60937523841858
0.40611	0.386000007390976	0.412343	3.60837507247925
0.428673	0.385125011205673	0.434906	3.60725021362305
0.451244	0.384750008583069	0.457476	3.60675024986267
0.473797	0.386125028133392	0.480034	3.60725021362305
0.496355	0.385875016450882	0.502587	3.60850024223328
0.518911	0.38637501001358	0.525143	3.60937523841858
0.541468	0.386625021696091	0.547702	3.6100001335144
0.564022	0.382500022649765	0.570259	3.60937523841858
0.586579	0.382750004529953	0.592813	3.60837507247925
0.609136	0.386500030755997	0.615369	3.60687518119812
0.631708	0.386875003576279	0.63794	3.60662508010864
0.654251	0.386125028133392	0.660483	3.6073751449585
0.676804	0.385625004768372	0.683062	3.60975027084351
0.699387	0.385750025510788	0.705619	3.60975027084351
0.721935	0.385875016450882	0.728185	3.60950016975403
0.744505	0.387125015258789	0.750742	3.60875010490417
0.767065	0.386125028133392	0.773303	3.6071252822876
0.789629	0.38525003194809	0.795856	3.60750007629395
0.812195	0.387250006198883	0.818428	3.6071252822876
0.834749	0.385625004768372	0.840981	3.60762524604797
0.857302	0.385875016450882	0.863536	3.60962510108948
0.879856	0.386875003576279	0.886089	3.60962510108948
0.902436	0.385500013828278	0.908694	3.60950016975403
0.925006	0.385500013828278	0.931239	3.60875010490417
0.947558	0.385000020265579	0.953791	3.6073751449585
0.970116	0.385625004768372	0.976349	3.60662508010864
0.992684	0.385625004768372	0.998921	3.60725021362305
1.01524	0.386000007390976	1.021478	3.60812520980835
1.037802	0.386875003576279	1.044034	3.60875010490417
1.060358	0.385375022888184	1.06659	3.60612511634827
1.082909	0.384125024080276	1.089147	3.60450005531311
1.105466	0.334875017404556	1.111704	3.5998752117157
1.128021	0.280000001192093	1.134254	3.58487510681152
1.150578	0.226250007748604	1.15681	3.55862522125244
1.173131	0.184375002980232	1.179368	3.51987504959106
1.195687	0.145500004291534	1.201924	3.47262525558472
1.218253	0.115000002086163	1.224485	3.41625022888184
1.24081	0.0876250043511391	1.247043	3.35725021362305
1.263381	0.0601250045001507	1.269625	3.29337525367737
1.285946	0.0367499999701977	1.292194	3.23075008392334
1.308515	0.0108750006183982	1.314747	3.17437505722046
1.331072	-0.000125000005937181	1.337306	3.11975026130676
1.353629	0.000375000003259629	1.359861	3.07400012016296
1.376182	0.000625000044237822	1.382419	3.03225016593933
1.398744	0.00312500004656613	1.404978	2.99587512016296
1.421299	0.00275000021792948	1.427531	2.96150016784668
1.443852	-0.000375000003259629	1.450084	2.93125009536743
1.466406	-0.000625000044237822	1.472638	2.90212512016296
1.488963	-0.000750000006519258	1.495196	2.87925004959106
1.511535	-0.000375000003259629	1.517768	2.85637521743774
1.534087	-0.000125000005937181	1.540325	2.83900022506714
1.556645	0.000625000044237822	1.562878	2.82237505912781
1.579203	0.00537500018253922	1.585435	2.80800008773804
1.60176	0.002125000115484	1.607993	2.79362511634827
1.624311	-0.000125000005937181	1.630549	2.78025007247925
1.646867	-0.000500000023748726	1.6531	2.76787519454956
1.669424	-0.000750000006519258	1.675656	2.75762510299683
1.691982	0.00112500006798655	1.698216	2.7488751411438
1.714526	0.000375000003259629	1.720759	2.74200010299683
1.73708	0.00137500010896474	1.743312	2.73587512969971
1.759633	0.00287500023841858	1.765871	2.72950005531311
1.782193	0.00187500007450581	1.788426	2.72287511825562
1.804744	0.00100000004749745	1.810981	2.71737504005432
1.827302	-0.000125000005937181	1.833536	2.71175003051758
1.849865	-0.000750000006519258	1.856098	2.70650005340576
1.872417	0.000375000003259629	1.878669	2.70262503623962
1.895015	0.000250000011874363	1.901254	2.70050001144409
1.91757	0.0020000000949949	1.923854	2.69912505149841
1.940194	0.00287500023841858	1.946426	2.6956250667572
1.962747	0.000250000011874363	1.968985	2.69250011444092
1.985305	0.000625000044237822	1.991543	2.68875002861023
2.007862	-0.00125000008847564	2.014095	2.6863751411438
2.030425	0.000375000003259629	2.036659	2.68337512016296
2.05298	-0.00137500010896474	2.059217	2.68312501907349
2.075539	0.000375000003259629	2.081776	2.68225002288818
2.098096	0.00387500016950071	2.104329	2.68212509155273
2.120653	0.00187500007450581	2.126885	2.67962503433228
2.143205	0.000250000011874363	2.149443	2.6780002117157
2.165764	0	2.172001	2.67550015449524
2.188319	-0.000375000003259629	2.194552	2.67425012588501
2.210879	0	2.217111	2.67187523841858
2.233449	0.000500000023748726	2.239686	2.67275023460388
2.256005	0.00112500006798655	2.262256	2.67262506484985
2.278583	0.00312500004656613	2.284816	2.6725001335144
2.30114	0.00587500026449561	2.307373	2.67100024223328
2.323693	0.000250000011874363	2.329931	2.67062520980835
2.346251	-0.000750000006519258	2.352483	2.67112517356873
2.368807	-0.00112500006798655	2.37504	2.67387509346008
2.391361	-0.000500000023748726	2.397595	2.67862510681152
2.413938	0.000375000003259629	2.42017	2.68462514877319
2.436497	0.00125000008847564	2.442735	2.69100022315979
2.459061	0.002125000115484	2.465293	2.69575023651123
2.481615	0.000750000006519258	2.487849	2.69875001907349
2.504161	0	2.510394	2.70075011253357
2.526712	-0.00112500006798655	2.532953	2.7011251449585
2.549277	0.000375000003259629	2.555509	2.70150017738342
2.571849	0.000125000005937181	2.578082	2.70175004005432
2.594401	-0.000125000005937181	2.600633	2.70237517356873
2.616954	0.00312500004656613	2.623187	2.70212507247925
2.639502	0.00262500019744039	2.645734	2.70037508010864
2.662059	0.000750000006519258	2.668292	2.69837522506714
2.684611	0.000125000005937181	2.690848	2.69462513923645
2.707167	0.000625000044237822	2.713399	2.69200015068054
2.729726	0.000250000011874363	2.735958	2.68950009346008
2.752288	-0.000125000005937181	2.758521	2.68900012969971
2.774847	0.00100000004749745	2.781085	2.68975019454956
2.797396	0.00312500004656613	2.803629	2.69087505340576
2.819955	0.0020000000949949	2.826187	2.69087505340576
2.842507	0.00112500006798655	2.848745	2.69137501716614
2.865064	-0.000250000011874363	2.871301	2.69112515449524
2.887626	0.000250000011874363	2.893879	2.69250011444092
2.910203	0	2.916431	2.694500207901
2.932758	-0.000250000011874363	2.938996	2.69625020027161
2.955316	0.000375000003259629	2.961553	2.69887518882751
2.977875	0.00325000006705523	2.984108	2.70050001144409
3.000432	0.00100000004749745	3.006664	2.70100021362305
3.022984	0.000250000011874363	3.029221	2.70062518119812
3.04554	-0.000625000044237822	3.051777	2.7011251449585
3.068103	0.00275000021792948	3.074336	2.70350003242493
3.090661	-0.000125000005937181	3.096894	2.7083752155304
3.113215	-0.000125000005937181	3.119453	2.71437501907349
3.135773	0.00100000004749745	3.14201	2.72025012969971
3.158329	0.00262500019744039	3.164562	2.7251250743866
3.180887	0.00337500008754432	3.187121	2.72825002670288
3.203448	0.000125000005937181	3.209685	2.73100018501282
3.226004	-0.000375000003259629	3.232236	2.73287510871887
3.248569	-0.00300000002607703	3.254801	2.7341251373291
3.271161	0.00350000010803342	3.277395	2.73662519454956
3.293742	0.000250000011874363	3.29998	2.73925018310547
3.316301	0.00462500005960464	3.322533	2.74037504196167
3.338858	0.00287500023841858	3.34509	2.7407500743866
3.361415	-0.000125000005937181	3.367648	2.74125003814697
3.383945	-0.000250000011874363	3.390182	2.74062514305115
3.406502	-0.00112500006798655	3.412734	2.74087524414062
3.429054	-0.0020000000949949	3.435288	2.74125003814697
3.451614	0.00275000021792948	3.457847	2.74287509918213
3.474174	0.000250000011874363	3.480406	2.74200010299683
3.496726	0.00250000017695129	3.502959	2.75225019454956
3.519281	0.002125000115484	3.525514	2.75287508964539
3.541834	-0.000250000011874363	3.548063	2.75350022315979
3.564383	0.000375000003259629	3.570616	2.75262522697449
3.586935	0.00150000001303852	3.593169	2.75225019454956
3.609507	0.000250000011874363	3.615739	2.75287508964539
3.632059	0.00125000008847564	3.638292	2.75312519073486
3.654614	0.002125000115484	3.660851	2.75437521934509
3.67717	0.00450000027194619	3.683403	2.75450015068054
3.699728	0.00337500008754432	3.70596	2.75325012207031
3.722286	0.00462500005960464	3.728519	2.75100016593933
3.744838	0.00175000005401671	3.751076	2.74812507629395
3.767398	0.00162500003352761	3.773631	2.74550008773804
3.789969	0.00387500016950071	3.7962	2.74412512779236
3.812519	0.00262500019744039	3.818752	2.74425005912781
3.835063	0.00400000018998981	3.841301	2.74450016021729
3.857626	0.006375000346452	3.863859	2.74450016021729
3.880183	0.00625000009313226	3.886415	2.74400019645691
3.902766	0.004250000230968	3.909	2.7425000667572
3.925339	0.004250000230968	3.931578	2.74125003814697
3.94791	0.00812500063329935	3.954144	2.7416250705719
3.970469	0.00587500026449561	3.976702	2.74212503433228
3.993024	0.00475000031292439	3.999262	2.74412512779236
4.015582	0.00775000033900142	4.02182	2.74562501907349
4.038143	0.0087500000372529	4.044376	2.74625015258789
4.060701	0.00700000021606684	4.066933	2.74612522125244
4.083273	0.00737500051036477	4.08951	2.74587512016296
4.10583	0.00675000017508864	4.112068	2.74600005149841
4.128395	0.00787500012665987	4.134628	2.74812507629395
4.150965	0.00662500038743019	4.157198	2.7488751411438
4.173532	0.00812500063329935	4.17977	2.75200009346008
4.19609	0.0106250001117587	4.202322	2.75412511825562
4.218641	0.0107500003650784	4.224874	2.75575017929077
4.241199	0.00812500063329935	4.247431	2.75675010681152
4.263779	0.00887500029057264	4.270031	2.75762510299683
4.28636	0.0087500000372529	4.292594	2.75912523269653
4.308919	0.0101250000298023	4.315152	2.76150012016296
4.331477	0.00987500045448542	4.337711	2.76562523841858
4.35403	0.0102500002831221	4.360268	2.77025008201599
4.376587	0.0133750010281801	4.382819	2.7737500667572
4.399143	0.0155000006780028	4.405375	2.77700018882751
4.421699	0.0105000007897615	4.427931	2.78025007247925
4.444251	0.0101250000298023	4.450489	2.78262519836426
4.466815	0.0100000007078052	4.473063	2.78700017929077
4.489386	0.0117500005289912	4.495618	2.79325008392334
4.511938	0.0120000001043081	4.5182	2.80200004577637
4.53452	0.0138750011101365	4.540753	2.81275010108948
4.557074	0.0155000006780028	4.563306	2.82525014877319
4.579617	0.013625000603497	4.585844	2.83587503433228
4.60219	0.0128750009462237	4.608423	2.84762501716614
4.624741	0.0100000007078052	4.630978	2.85850024223328
4.647313	0.0133750010281801	4.653546	2.86975002288818
4.669865	0.013625000603497	4.676097	2.88062524795532
4.692418	0.0147500010207295	4.698672	2.89100003242493
4.714988	0.0160000007599592	4.72122	2.8996250629425
4.737539	0.0163750015199184	4.743771	2.90575003623962
4.760097	0.0143750002607703	4.766334	2.90987515449524
4.782668	0.0150000005960464	4.788905	2.9126250743866
4.805224	0.0183749999850988	4.811462	2.91562509536743
4.827796	0.0150000005960464	4.834029	2.91962504386902
4.850366	0.0137500008568168	4.856599	2.92425012588501
4.872913	0.0153750004246831	4.879146	2.93075013160706
4.895494	0.017875000834465	4.901729	2.93625020980835
4.918052	0.0176250003278255	4.92428	2.9427502155304
4.940612	0.016499999910593	4.946845	2.94862508773804
4.963179	0.016499999910593	4.969416	2.95525002479553
4.985737	0.017000000923872	4.991975	2.96112513542175
5.008292	0.0162500012665987	5.014525	2.97000002861023
5.030849	0.0177500005811453	5.037082	2.97862505912781
5.053443	0.0196250006556511	5.059681	2.98925018310547
5.076001	0.0201250016689301	5.082233	2.99850010871887
5.098569	0.0182500015944242	5.104802	3.0072500705719
5.121125	0.0177500005811453	5.127358	3.01375007629395
5.143678	0.0172500014305115	5.149916	3.0217502117157
5.166235	0.0168750006705523	5.172468	3.02787518501282
5.188792	0.0185000002384186	5.195025	3.03637504577637
5.211348	0.0163750015199184	5.217581	3.04512524604797
5.233922	0.0215000007301569	5.240159	3.05237507820129
5.256482	0.0222500003874302	5.262733	3.05912518501282
5.279064	0.0197500009089708	5.285297	3.06387519836426
5.301625	0.0198750011622906	5.307858	3.06712508201599
5.324177	0.0195000004023314	5.330415	3.07125020027161
5.346733	0.0185000002384186	5.352966	3.07562518119812
5.369292	0.0202500000596046	5.375524	3.07987523078918
5.391848	0.0198750011622906	5.39808	3.08525013923645
5.414399	0.0227500014007092	5.420636	3.08887505531311
5.436959	0.0226250011473894	5.443192	3.09200024604797
5.459515	0.0202500000596046	5.465748	3.09375023841858
5.48207	0.0211250018328428	5.488304	3.09487509727478
5.504623	0.0200000014156103	5.51086	3.09562516212463
5.527179	0.0212500002235174	5.533435	3.09787511825562
5.549759	0.0225000008940697	5.555991	3.09950017929077
5.57231	0.0205000005662441	5.578543	3.10237503051758
5.594861	0.0247500017285347	5.601098	3.10362505912781
5.61742	0.0243750009685755	5.623658	3.10487508773804
5.639978	0.0228750016540289	5.646211	3.10500025749207
5.662539	0.0216250009834766	5.668776	3.10387516021729
5.685096	0.0220000017434359	5.69133	3.10412526130676
5.707651	0.0227500014007092	5.713884	3.10450005531311
5.730201	0.0228750016540289	5.73645	3.10600018501282
5.752779	0.0253750011324883	5.759012	3.10750007629395
5.775351	0.0252500008791685	5.781589	3.10787510871887
5.797909	0.0231250002980232	5.804147	3.10750007629395
5.820472	0.0237500015646219	5.826704	3.10587525367737
5.843024	0.0225000008940697	5.849263	3.10525012016296
5.865581	0.0226250011473894	5.871819	3.10437512397766
5.888137	0.0236250013113022	5.894389	3.10450005531311
5.910714	0.0243750009685755	5.916942	3.10650014877319
5.93328	0.0271250009536743	5.939518	3.10675024986267
5.95585	0.0300000011920929	5.962088	3.10700011253357
5.978407	0.0252500008791685	5.984639	3.10662508010864
6.000962	0.024625001475215	6.007195	3.10500025749207
6.023515	0.0248750019818544	6.029753	3.10487508773804
6.046071	0.0243750009685755	6.052305	3.10437512397766
6.068624	0.0258750021457672	6.074856	3.10475015640259
6.091179	0.0253750011324883	6.097412	3.10725021362305
6.11374	0.0282500013709068	6.119977	3.10762524604797
6.136296	0.027750002220273	6.142529	3.10850024223328
6.158866	0.025500001385808	6.165098	3.10812520980835
6.181421	0.0265000015497208	6.187654	3.10687518119812
6.203945	0.0251250006258488	6.210183	3.10662508010864
6.226502	0.0266250018030405	6.232734	3.10725021362305
6.249058	0.0262500010430813	6.25529	3.10812520980835
6.27164	0.0278750006109476	6.277873	3.11075019836426
6.294195	0.0300000011920929	6.300432	3.11162519454956
6.316752	0.0275000017136335	6.322985	3.11212515830994
6.339311	0.0276250019669533	6.345543	3.11200022697449
6.361882	0.0270000007003546	6.368115	3.11112523078918
6.384435	0.0291250012814999	6.390672	3.11100006103516
6.406993	0.0275000017136335	6.413247	3.11312508583069
6.429571	0.0290000010281801	6.435804	3.11600017547607
6.452129	0.0297500006854534	6.458361	3.11775016784668
6.474681	0.0308750011026859	6.480918	3.11875009536743
6.497237	0.0295000020414591	6.50347	3.11887526512146
6.519794	0.0295000020414591	6.526026	3.11700010299683
6.542347	0.0282500013709068	6.54858	3.1155002117157
6.5649	0.0278750006109476	6.571137	3.11412525177002
6.587457	0.0285000018775463	6.593689	3.11400008201599
6.610013	0.0286250021308661	6.616246	3.11500024795532
6.632577	0.03125	6.638816	3.11525011062622
6.655134	0.03125	6.661371	3.11587524414062
6.677704	0.0293750017881393	6.683937	3.11562514305115
6.700261	0.0291250012814999	6.706493	3.11387515068054
6.722817	0.0286250021308661	6.729055	3.11425018310547
6.745375	0.0297500006854534	6.751608	3.11437511444092
6.767932	0.0301250014454126	6.774165	3.11625003814697
6.790489	0.0302500016987324	6.796716	3.11962509155273
6.813058	0.0322500020265579	6.819291	3.12125015258789
6.835603	0.03125	6.841835	3.12362504005432
6.858155	0.0308750011026859	6.864387	3.12412524223328
6.880712	0.03125	6.886945	3.12412524223328
6.903296	0.0308750011026859	6.909529	3.12587523460388
6.925852	0.0311250016093254	6.93209	3.12725019454956
6.948413	0.0308750011026859	6.95464	3.13012504577637
6.970968	0.0336250029504299	6.977201	3.13325023651123
6.993536	0.0343750007450581	6.999774	3.13600015640259
7.016093	0.0316250026226044	7.022326	3.13825011253357
7.038637	0.0341250002384186	7.044875	3.13812518119812
7.061199	0.0306250005960464	7.067433	3.13925004005432
7.083769	0.0308750011026859	7.090007	3.1403751373291
7.106326	0.0318750031292439	7.112578	3.14200019836426
7.128905	0.0316250026226044	7.135137	3.14475011825562
7.151461	0.0333750024437904	7.157702	3.14600014686584
7.17402	0.0338750034570694	7.180257	3.14775013923645
7.196575	0.0329999998211861	7.202808	3.1478750705719
7.219133	0.032625000923872	7.225365	3.14550018310547
7.241702	0.031750001013279	7.247935	3.14537525177002
7.264271	0.0311250016093254	7.270516	3.14400005340576
7.286842	0.0323750004172325	7.293075	3.14362525939941
7.309399	0.0332500003278255	7.315632	3.14462518692017
